location,context,observed,expected,authority,tolerance,status
main manuscript,verlap summary.  ### Retrospective target-access comparator context  Table 3 places the confirmatory methods beside frozen descriptive controls without,3,3,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"ithout adding inferential hypotheses. Internally, EIA-linear and EIA-blend-0.75 achieved mean Dice@0.5 of 0.296 and 0.317, compared with 0.444 for canonic",0.75,0.75,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"l hypotheses. Internally, EIA-linear and EIA-blend-0.75 achieved mean Dice@0.5 of 0.296 and 0.317, compared with 0.444 for canonical PCC and 0.637 for no",0.5,0.5,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"heses. Internally, EIA-linear and EIA-blend-0.75 achieved mean Dice@0.5 of 0.296 and 0.317, compared with 0.444 for canonical PCC and 0.637 for no-smoothin",0.296,0.296,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"ernally, EIA-linear and EIA-blend-0.75 achieved mean Dice@0.5 of 0.296 and 0.317, compared with 0.444 for canonical PCC and 0.637 for no-smoothing. Their p",0.317,0.317,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"nd EIA-blend-0.75 achieved mean Dice@0.5 of 0.296 and 0.317, compared with 0.444 for canonical PCC and 0.637 for no-smoothing. Their probability-metric ran",0.444,0.444,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"ean Dice@0.5 of 0.296 and 0.317, compared with 0.444 for canonical PCC and 0.637 for no-smoothing. Their probability-metric rankings were not identical: EI",0.637,0.637,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"smoothing. Their probability-metric rankings were not identical: EIA-blend-0.75 had mean soft Dice 0.253 and average precision 0.478, whereas canonical PC",0.75,0.75,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"lity-metric rankings were not identical: EIA-blend-0.75 had mean soft Dice 0.253 and average precision 0.478, whereas canonical PCC had 0.267 and 0.414. EI",0.253,0.253,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"t identical: EIA-blend-0.75 had mean soft Dice 0.253 and average precision 0.478, whereas canonical PCC had 0.267 and 0.414. EIA-morph, evaluated only in t",0.478,0.478,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"ean soft Dice 0.253 and average precision 0.478, whereas canonical PCC had 0.267 and 0.414. EIA-morph, evaluated only in the internal confirmatory analysis",0.267,0.267,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"ice 0.253 and average precision 0.478, whereas canonical PCC had 0.267 and 0.414. EIA-morph, evaluated only in the internal confirmatory analysis, is repor",0.414,0.414,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,", is reported in Supplementary Table S8. In RHUH, EIA-linear and EIA-blend-0.75 reached Dice@0.5 of 0.246 and 0.248, compared with 0.365 and 0.451 for can",0.75,0.75,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"upplementary Table S8. In RHUH, EIA-linear and EIA-blend-0.75 reached Dice@0.5 of 0.246 and 0.248, compared with 0.365 and 0.451 for canonical and no-smo",0.5,0.5,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"ntary Table S8. In RHUH, EIA-linear and EIA-blend-0.75 reached Dice@0.5 of 0.246 and 0.248, compared with 0.365 and 0.451 for canonical and no-smoothing PC",0.246,0.246,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"e S8. In RHUH, EIA-linear and EIA-blend-0.75 reached Dice@0.5 of 0.246 and 0.248, compared with 0.365 and 0.451 for canonical and no-smoothing PCC. EIA-lin",0.248,0.248,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"near and EIA-blend-0.75 reached Dice@0.5 of 0.246 and 0.248, compared with 0.365 and 0.451 for canonical and no-smoothing PCC. EIA-linear had external soft",0.365,0.365,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"IA-blend-0.75 reached Dice@0.5 of 0.246 and 0.248, compared with 0.365 and 0.451 for canonical and no-smoothing PCC. EIA-linear had external soft Dice 0.27",0.451,0.451,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,".451 for canonical and no-smoothing PCC. EIA-linear had external soft Dice 0.276, exceeding canonical PCC at 0.238, and EIA-blend-0.75 average precision wa",0.276,0.276,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"g PCC. EIA-linear had external soft Dice 0.276, exceeding canonical PCC at 0.238, and EIA-blend-0.75 average precision was 0.407 compared with 0.309 for ca",0.238,0.238,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript," external soft Dice 0.276, exceeding canonical PCC at 0.238, and EIA-blend-0.75 average precision was 0.407 compared with 0.309 for canonical PCC and 0.40",0.75,0.75,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"exceeding canonical PCC at 0.238, and EIA-blend-0.75 average precision was 0.407 compared with 0.309 for canonical PCC and 0.404 for no-smoothing. These mi",0.407,0.407,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"PCC at 0.238, and EIA-blend-0.75 average precision was 0.407 compared with 0.309 for canonical PCC and 0.404 for no-smoothing. These mixed rankings are ret",0.309,0.309,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,0.75 average precision was 0.407 compared with 0.309 for canonical PCC and 0.404 for no-smoothing. These mixed rankings are retained as negative context. T,0.404,0.404,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"nonical PCC propagated its probability state for exactly ten rounds, and P10 was formal for every patient (Figure 3). Internal cohort mean Dice@0.5 inc",0,0,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"state for exactly ten rounds, and P10 was formal for every patient (Figure 3). Internal cohort mean Dice@0.5 increased from P1 to P10, but the protocol",3,3,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"and P10 was formal for every patient (Figure 3). Internal cohort mean Dice@0.5 increased from P1 to P10, but the protocol did not select a per-patient be",0.5,0.5,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"y patient (Figure 3). Internal cohort mean Dice@0.5 increased from P1 to P10, but the protocol did not select a per-patient best round. P10 was best or",0,0,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,"rom P1 to P10, but the protocol did not select a per-patient best round. P10 was best or tied-best for 112 of 113 internal cases. PatientID_0242_T1_to_",0,0,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
main manuscript,col did not select a per-patient best round. P10 was best or tied-best for 112 of 113 internal cases. PatientID_0242_T1_to_T3_t1c declined from P9 to P10,112,112,frozen scientific authorities / journal requirements,exact rendered token; core floats additionally regression-asserted,PASS
